,cluster,term,label_,term_count,term_source_freq
452,0,Gene-Editing Vaccines,WORK_OF_ART,1,0.034482758620689655
453,0,Uganda,GPE,1,0.034482758620689655
454,0,only 15,CARDINAL,1,0.034482758620689655
455,0,N95,ORG,2,0.06896551724137931
456,0,One Way Or Another,WORK_OF_ART,1,0.034482758620689655
457,0,Steve Schmidt,PERSON,1,0.034482758620689655
458,0,Oregon & New Mexico Lockdown,ORG,1,0.034482758620689655
459,0,Americans Cut Back,ORG,1,0.034482758620689655
460,0,Nicola Sturgeon,PERSON,1,0.034482758620689655
461,0,Scotland,GPE,1,0.034482758620689655
462,0,Jon Rappoport’s,PERSON,1,0.034482758620689655
463,0,Investigation of the So-Called,ORG,1,0.034482758620689655
464,0,Virgin Mary,PERSON,1,0.034482758620689655
465,0,"1,007,253",CARDINAL,1,0.034482758620689655
466,0,"1,403",CARDINAL,1,0.034482758620689655
467,0,UK Government,ORG,1,0.034482758620689655
468,0,Trump’s Only Option to Save America From the Unthinkable Is to Invoke the Insurrection Act and,ORG,1,0.034482758620689655
469,0,FTC,ORG,1,0.034482758620689655
470,0,Financially Devastated,WORK_OF_ART,1,0.034482758620689655
471,0,83%,PERCENT,1,0.034482758620689655
472,0,Tucker,PERSON,1,0.034482758620689655
473,0,The Media Has Sided With Communist China,ORG,1,0.034482758620689655
474,0,Judy Mikovits,PERSON,2,0.06896551724137931
475,0,2 Minute Video,TIME,1,0.034482758620689655
476,0,April 13th 2020,DATE,1,0.034482758620689655
477,0,Over 90%,PERCENT,1,0.034482758620689655
478,0,Iraq,GPE,1,0.034482758620689655
479,0,Baghdad,GPE,1,0.034482758620689655
480,0,Derek Chauvin,PERSON,1,0.034482758620689655
481,0,Mike Adams,PERSON,1,0.034482758620689655
482,0,Stella Immanuel,PERSON,1,0.034482758620689655
483,0,Wells Fargo Stops Making Loans To Independent Car Dealers,ORG,1,0.034482758620689655
484,0,The City of Sydney,GPE,1,0.034482758620689655
485,0,Antifa,NORP,1,0.034482758620689655
486,0,Agenda,WORK_OF_ART,1,0.034482758620689655
487,0,6 million downloads,MONEY,1,0.034482758620689655
488,0,"1,524",CARDINAL,1,0.034482758620689655
